2201412505235887	201
2200755262088811	493
2200684974747193	231
4306820456105653	279
2202284289970941	966
2201212855404228	513
6768587592396589	346
5023972860326125	889
6520018594843245	287
2201326084877648	565
6271471417327279	465
5043468246846635	588
6487055544662474	363
2255307458909733	403
4643126847237607	309
6300771658793542	056
4447175365084964	604
6579039173325255	470
6209008035778546	023
5293508126118311	295
5497201024175781	524
2202646405386840	683
2202868607537307	943
2204913621957285	559
8102205061648841	995
2204242151718374	765
6217355296110327	106
6360350594827008	928
4549145810707946	397
4893576845950204	951
2203497409794756	245
2684047763862380	617
8130717405870622	327
4213299441492124	522
6306234131051065	996
6663917373229376	454
8168578657440752	191
4714167987247463	368
2202517572550882	078
5901955673273391	506
5600484667326820	404
5210091181746615	230
4396626861256473	089
6567344590181917	409
6654261172899316	915
2612679330314649	227
4891206615788574	916
4044045635269314	966
4937319363329131	150
2717985740318805	434
2202273177856213	091
6344316416172593	069
2201640518528241	084
6234209796100586	768
5841084820561252	813
5346818233161691	356
6703559937295964	987
2201731823045169	683
6253326608577292	022
8160553494899344	548
2204483480404126	219
8125979118087434	776
2720261298085344	460
4971081015150565	029
6246814045401739	731
2203542736733835	973
6205492657335963	935
2720091828361737	994
6684472461658115	318
8132318273498543	514
8166608045992602	512
4543901088639757	122
2202215671477293	970
2201571656774471	584
6231006050837777	314
2202325866868006	181
2202103539263446	006
6122026332221428	307
6960327573217405	644
5939538636450102	094
2601069226525297	468
4735315090827185	496
8145853837224964	084
4154389296108247	632
2202908060008402	687
6220984410690586	511
6221198523125716	481
5886326510480590	202
2202521060790471	227
2204902216725991	903
6760692983763088	010
2200903069418662	917
2226212376380841	361
6101601724970835	253
6220071543277679	335
4704739696110422	307
6392180992268139	521
2201814764711229	736
5151472228341795	043
4448789500344932	333
6368896621395221	898
6825113746632745	350
4573789497802956	426
2515832524573144	708
4721200045252075	495
8114695149165832	199
6609814031096254	823
5980036639272639	792
2200847012580690	639
5994108288502626	479
2594946745071284	620
4833249947026603	260
4388084493486391	169
2283137538140504	663
4702919260346659	083
4415306159582875	637
8110675274023299	325
2200152503525738	265
2622223111502219	882
8171327101028721	337
6056034030858897	983
4498264803771099	505
2719416749698581	514
6316145226931300	134
2245983028376208	963
2719651837490000	747
6253719749685323	966
2204214477253303	023
6223900115707670	921
5752956588100406	772
6223765174546750	524
6060587583963384	694
4548219974400498	856
2202130699973019	772
2204185323886316	465
2203041756733684	682
8117533732606523	222
8154948617766222	392
2280669690103758	389
5614160619126377	356
2244599121623006	534
6297561344345327	482
6591824248682416	893
6230614801438711	003
2201685359610483	713
4233005051950400	417
2282940977137324	838
4992719202749104	682
6456277267203453	713
8138206965277131	312
2237058563652667	874
4621618546696501	510
6055530833072652	609
5172631545123021	871
2708006744125749	097
4330018563309017	930
4017446207008077	277
5778903321638821	105
5160209349091951	710
6684768138743960	717
5882178183496534	904
6140017222889323	228
4720976538749518	561
6246198033746283	842
6202498980592892	215
2708340766401427	730
5979200533120517	697
6994762573796745	059
6279791058696043	500
6222599413115403	623
8110251549142346	015
8160243940756948	303
6430085344858004	965
6207626954258414	358
2201116954439268	480
6249774820402996	486
6262927634348829	575
4868001001667030	177
2202193623973968	966
2202114908996813	640
8167700882431148	294
5736202795205832	013
2204164830320119	509
5473019020213184	577
5348287233115602	129
4976636045418913	706
6595620026834427	387
5770771175357840	625
2264462279596976	551
6253241829895201	989
2201176744294100	269
2202312341797760	473
6212472295313763	310
8176929555721472	254
8185497879191292	630
8148140912591195	494
2583525338005637	614
4695999033166526	397
4696574207997326	571
4809593599735627	908
4995121887417015	406
4348221764001595	348
2204937836353501	027
6392846735179359	696
5617463411156866	179
2229951859044427	962
2203543457947216	609
2298288951017076	028
6142227251294190	202
2202194436980786	078
2201872255271608	369
4060914220772181	096
4905663189808507	586
6278366075352580	124
6710640801679342	745
8142685626403281	959
6043015948834670	739
4800526345264921	401
4776295611169137	697
4668607754155874	177
2509242937844587	420
2705608680209198	419
6988356956669666	347
6806108099088555	110
2203600539121986	930
5430232860696135	717
6915464591069041	472
2670817111553691	071
4576156060050438	864
2200977817683629	781
4949607664161450	235
2203628635460602	960
5354340983763948	406
2204337500220112	876
2290809316385987	383
6984520916495447	078
8107557183347974	777
8164015439604722	559
5470913756676882	564
2711510644819611	570
2203875908427582	158
2201462307625553	296
6212451427362328	713
2201479809617409	604
4678665911702556	062
2200014004538752	548
8112722432931027	599
8146745020738876	850
4263668910149804	541
6370292673319952	687
8140042248856672	923
8168071777311236	226
2204561603319824	934
2244010708766937	279
5466461776377210	563
2204733624692220	261
6189492924679615	314
2223229942647639	700
4790151773071599	748
4465760265066059	737
6842163261687433	231
8130902792341185	842
8150375204457599	176
2203746947395587	232
4209142116182818	990
2702204430814306	463
4621355975350736	805
6221347747255540	243
6703736261075572	827
4403450700476478	682
2202141486545076	884
4879648891135713	280
4011497137008543	111
4563556690092731	994
2200499267863551	033
5790828358879499	946
5676458098918701	952
2203722284976099	240
5040751060298386	551
6993420748658305	562
4331846532482260	613
2201328502277062	229
2203473390604122	306
6259421988977008	972
5498254188516331	936
6719436984340484	257
2270539043634084	466
4078833297406343	186
5865155560251501	522
2226726964051795	092
6230382424882638	627
8159989115290674	935
2292576547200164	961
6531099403032516	781
4546995818187480	399
8189820222478270	204
4762187993469779	708
6571559921742905	579
